,firstDay,lastDay,NEds,NDays,NActDays,NPages,NPcreated,pagesWomen,wikiprojWomen,ns_user,ns_wikipedia,ns_talk,ns_userTalk,ns_content,gender
658,0.32987527570955194,-0.22747188728422538,-0.22020839359245248,-0.46079153485413243,-0.3507069281018046,-0.20043582306783037,-0.14621512630192476,-0.08239269633304708,-0.02467416876593574,0.4287138124126904,-0.13084581571261591,-0.22710243880401104,-0.09740336050747182,-0.23529031977658288,0
659,-1.3851722022422932,-1.9266543376505205,-0.22251831297323468,0.5175171504424697,-0.27316579970883986,-0.1858305338855803,-0.07895752866013453,-0.08239269633304708,-0.02467416876593574,-0.2978024469462691,-0.1254955841711829,-0.23174213030816435,-0.17630701874697005,-0.2024946531377285,0
661,-1.3766396277251198,0.32175880374326393,-0.22906308455211766,1.3640872522561325,-0.15284335909906693,-0.16168709666594244,-0.12940072689147722,-0.08239269633304708,-0.02467416876593574,-0.12733494475031212,-0.08626055286734077,-0.18534521526663134,-0.15979229958056346,-0.22610753311770365,0
664,1.1603791953810922,-0.27324111153651615,-0.2490823858522303,-1.2669418440082567,-0.4656817046844765,-0.19596481617530484,-0.12267496712729818,-0.08239269633304708,-0.02467416876593574,-0.2531561963711375,-0.1219287631435609,-0.23174213030816435,-0.15061745559922646,-0.24070160477199387,0
665,-0.5461357080535796,-0.22747188728422538,-0.21841178962962185,0.5497032816343244,-0.16086485513971846,-0.1679465063154782,-0.10586056771685062,-0.08239269633304708,-0.02467416876593574,-0.2978024469462691,-0.13262922622642692,-0.22246274729985774,-0.17630701874697005,-0.19872315147426026,0
666,1.4476425374592619,0.8709894947707533,-0.25203394950545205,-1.025920117408788,-0.45766020864382495,-0.200137755941662,-0.13612648665565624,-0.08239269633304708,-0.02467416876593574,-0.16386369522087432,-0.13262922622642692,-0.22246274729985774,-0.16346223717309827,-0.2457849331010163,0
686,0.8930251938429936,0.9167587190230441,-0.1969808709301423,-0.39492224311266266,-0.18492934326167304,-0.08955485213319726,-0.14621512630192476,-0.08239269633304708,-0.02467416876593574,-0.27344994663256095,-0.13262922622642692,-0.21782305579570443,-0.17630701874697005,-0.17363446649553665,0
694,-0.5376031335364062,-1.4003082587491766,-0.22931974226109347,-0.18384110366840725,-0.21166766339717813,-0.16228323091827918,-0.13612648665565624,-0.08239269633304708,-0.02467416876593574,-0.29374369689398444,-0.13262922622642692,-0.23174213030816435,-0.17447204995070267,-0.21266130979577336,0
706,2.0164808386041524,0.9224798720545804,-0.24099766801949252,-1.3784705311614271,-0.39348824031861274,-0.20043582306783037,-0.14621512630192476,-0.08239269633304708,-0.02467416876593574,-0.2978024469462691,-0.1290624051988049,-0.23174213030816435,-0.17630701874697005,-0.2252876414517323,0
707,-1.3880163937480177,0.899595259928435,0.2570466162480532,1.770530722888156,1.4407605209770364,0.11849600193232397,0.03201750744881936,-0.08239269633304708,-0.02467416876593574,0.33130381115785784,0.1206150667347359,0.5802038829186631,0.1925217093027775,0.18269045153561628,0
709,-0.8333990501317493,0.9167587190230441,0.1267928289428332,1.4022615008790296,0.9567969265243943,-0.07703603283412579,-0.06550600913177648,-0.08239269633304708,-0.02467416876593574,1.9507450820194492,-0.10766147903307284,0.9606585862592337,0.4439124343914114,0.0341260816616059,0
711,0.8788042363143713,0.9224798720545804,0.10330864857154722,-0.2766569238495692,0.9514492624972932,-0.1375436594463046,-0.03860297007506039,-0.08239269633304708,-0.02467416876593574,-0.2896849468416997,-0.1254955841711829,-0.10183076819187194,-0.11208311087761104,0.20220387318573463,0
712,1.4476425374592619,0.356085721932482,-0.2529322514868674,-1.0521181311695997,-0.4710293687115775,-0.20222422582484056,-0.1260378470093877,-0.08239269633304708,-0.02467416876593574,-0.2896849468416997,-0.13262922622642692,-0.23174213030816435,-0.17630701874697005,-0.24037364810560533,0
714,-1.1178182007041946,-0.2560776524419071,-0.22444324579055322,0.9875843687793222,-0.27316579970883986,-0.1801672584883813,-0.048691609721328924,-0.08239269633304708,-0.02467416876593574,-0.11515869459345805,-0.13262922622642692,-0.15286737473755824,-0.13410273643281984,-0.2182365731243786,0
716,0.6086060432705483,-1.3831447996545676,-0.2499806878336456,-1.2931398577690687,-0.4202265604541178,-0.19834935318465177,-0.14621512630192476,-0.08239269633304708,-0.02467416876593574,-0.2978024469462691,-0.13262922622642692,-0.20390398128324455,-0.17447204995070267,-0.23774999477449696,0
718,-1.1178182007041946,0.9110375659915076,-0.18209472380954572,1.6500198595884215,0.0931491861475799,-0.0740553615724421,-0.10249768783476111,-0.08239269633304708,-0.02467416876593574,-0.2125686958482906,-0.1272789946849939,-0.12038953420848514,-0.16162726837683086,-0.16248393983832615,0
719,-0.5432915165478551,0.9167587190230441,0.14809541878782484,1.0699209834561594,0.30170808320451964,0.020431917422930726,0.43892597318165033,3.296696723897172,-0.02467416876593574,-0.27344994663256095,-0.13084581571261591,-0.09719107668771865,-0.08272361013733262,0.19515280485838093,0
721,-0.2588723659754098,0.9167587190230441,0.3200560838016129,0.807940845848041,0.4942239881801563,0.007913098123859248,0.5162722104697091,4.798514243999491,-0.02467416876593574,0.2501288101121641,-0.1237121736573719,-0.050794161646185644,0.3429891505967044,0.41111226967523706,0
723,-0.5290705590192328,0.9167587190230441,0.0934273267759788,0.9621348696973907,-0.09669288681450625,0.10985205527344129,-0.13948936653774574,-0.08239269633304708,-0.02467416876593574,1.3338150740721764,0.07424639337564976,-0.16678644925001815,0.785216630497148,-0.013591613297927237,0
724,-1.1178182007041946,0.9167587190230441,-0.17721822733900547,1.6717267852759512,0.0610632019849738,-0.1062466111986259,-0.06550600913177648,-0.08239269633304708,-0.02467416876593574,-0.2612736964757069,-0.13262922622642692,-0.20854367278739783,-0.16896714356190046,-0.14854578151681302,0
727,-1.6838123103433607,-1.3774236466230312,-0.25241893606891574,1.0878853357492875,-0.39883590434571375,-0.19596481617530484,-0.13276360677356672,-0.08239269633304708,-0.02467416876593574,-0.24909744631885283,-0.1290624051988049,-0.19926428977909125,-0.16713217476563305,-0.24430912810226785,0
728,-0.8277106671203004,0.9110375659915076,-0.2475424395983755,1.3356436944586796,-0.3186209439391985,-0.19208994353511605,-0.14285224641983527,-0.08239269633304708,-0.02467416876593574,-0.29374369689398444,-0.13262922622642692,-0.060073544654492245,-0.17080211235816786,-0.2398817131060225,0
729,-1.1178182007041946,0.9110375659915076,-0.18196639495505781,1.6612475797716266,0.13058283433728704,-0.08895871788086053,-0.11258632748102965,-0.08239269633304708,-0.02467416876593574,-0.20850994579600593,-0.13084581571261591,-0.20390398128324455,-0.16896714356190046,-0.16150006983916051,0
733,-1.0979088601641234,0.31603765071172757,-0.2501090166881335,1.106598202721296,-0.4015097363592643,-0.19179187640894768,-0.12940072689147722,-0.08239269633304708,-0.02467416876593574,-0.28156744673713036,-0.1254955841711829,-0.21318336429155113,-0.17080211235816786,-0.2393897781064397,0
735,1.177444344415439,-0.7995871904378601,-0.25203394950545205,-1.513203173359888,-0.47637703273867854,-0.20460876283418752,-0.14621512630192476,-0.08239269633304708,-0.02467416876593574,-0.038042443600048936,-0.13262922622642692,-0.23174213030816435,-0.17630701874697005,-0.24955643476448455,0
736,0.8844926193258202,0.8881529538653623,-0.24292260083681103,-0.4480667853131667,-0.3694237521966582,-0.18732086951642216,-0.14621512630192476,-0.08239269633304708,-0.02467416876593574,-0.2978024469462691,-0.1254955841711829,-0.20854367278739783,-0.17447204995070267,-0.230534948113949,0
738,1.4533309204707108,0.29887419161711853,-0.16631027470753385,-1.3215834155665216,-0.12877887097711235,-0.13247651830144233,-0.13612648665565624,-0.08239269633304708,-0.02467416876593574,-0.2612736964757069,-0.1272789946849939,-0.23174213030816435,-0.16162726837683086,-0.13329579652974574,0
742,-1.1121298176927457,0.899595259928435,-0.24536084907208117,1.5572040394072595,-0.3801190802508602,-0.18821507089492726,-0.13612648665565624,-0.08239269633304708,-0.02467416876593574,-0.26939119658027627,-0.13262922622642692,-0.10647045969602524,-0.16162726837683086,-0.2375860164413027,0
743,-0.8220222841088515,0.9110375659915076,0.012836806157576663,1.281002122900415,1.2642876080827028,-0.05229646136215119,-0.09240904818849258,-0.08239269633304708,-0.02467416876593574,0.14460130875276211,-0.07377667927066374,0.7657915430847951,0.1301327702296859,-0.0034249566398823765,0
745,-0.8078013265802292,-1.3888659526861038,-0.2412543257284683,0.02125191834480545,-0.41755272844056734,-0.19745515180614667,-0.14621512630192476,-0.08239269633304708,-0.02467416876593574,-0.009631193234056108,-0.13262922622642692,-0.17606583225832473,-0.16529720596936565,-0.2421774097707423,0
746,-1.3794838192308443,-0.8167506495324691,-0.2306030308059725,0.8491091531864596,-0.36407608816955717,-0.18076339274071804,-0.08904616830640306,-0.08239269633304708,-0.02467416876593574,-0.26939119658027627,-0.11657853160212787,-0.20854367278739783,-0.17630701874697005,-0.21544894146007598,0
749,-0.5432915165478551,0.9110375659915076,-0.22251831297323468,1.0542021751996724,-0.36407608816955717,-0.17867692285753944,-0.12940072689147722,-0.08239269633304708,-0.02467416876593574,-0.2978024469462691,-0.13262922622642692,-0.23174213030816435,-0.17447204995070267,-0.20167476147175714,0
750,-0.8163339010974026,0.9167587190230441,1.6016763535722853,1.257049653176244,3.9835747658635707,1.3304369369329103,0.48936917141299296,-0.08239269633304708,-0.02467416876593574,0.7128263160726187,0.46302988538644907,3.0021228480866857,0.7521871921643348,1.6642346919458633,0
751,-0.548979899559304,-0.8453564146901509,-0.20955709866995664,0.11331922384708706,-0.10738821486870828,-0.1536392842593965,-0.14621512630192476,-0.08239269633304708,-0.02467416876593574,-0.2653324465279916,-0.13262922622642692,-0.16214675774586484,-0.17447204995070267,-0.19068821314774093,0
754,0.32134270119237857,0.8881529538653623,-0.2495957012701819,0.040713299995694244,-0.36407608816955717,-0.19656095042764157,-0.14285224641983527,-0.08239269633304708,-0.02467416876593574,-0.1841574454822978,-0.11122830006069485,-0.22710243880401104,-0.17080211235816786,-0.24299730143671366,0
755,-0.8305548586260249,0.9167587190230441,-0.17657658306656596,1.365584281613893,0.15999498648634264,-0.090150986385534,-0.025151450546702345,-0.08239269633304708,-0.02467416876593574,-0.15574619511630494,-0.1219287631435609,0.06519812595764685,-0.15061745559922646,-0.1628118965047147,0
761,0.901557768360167,-1.3545390344968857,-0.25229060721442786,-1.4825140715257943,-0.468355536698027,-0.20431069570801916,-0.14621512630192476,-0.08239269633304708,-0.02467416876593574,-0.28562619678941503,-0.13084581571261591,-0.22710243880401104,-0.17630701874697005,-0.24004569143921678,0
763,-1.3908605852537421,0.9167587190230441,-0.25357389575930683,1.8506217935283522,-0.4416172165625219,-0.1989454874369885,-0.12267496712729818,-0.08239269633304708,-0.02467416876593574,-0.24503869626656813,-0.13262922622642692,-0.22710243880401104,-0.17080211235816786,-0.2439811714358793,0
767,1.1888211104383368,0.9224798720545804,0.7453379075745185,-0.7601974064062678,1.5183016493700012,0.1798978299230079,0.028654627566729842,-0.08239269633304708,-0.02467416876593574,-0.20039244569143655,0.18303443471812111,0.06983781746180015,-0.057034046989589006,0.968802580868956,0
768,1.7576594115832274,0.9167587190230441,-0.25216227835993993,-1.329068562355325,-0.36674992018310765,-0.19507061479679974,-0.14621512630192476,-0.08239269633304708,-0.02467416876593574,-0.2978024469462691,-0.13262922622642692,-0.23174213030816435,-0.17630701874697005,-0.23906182144005114,0
769,0.600073468753375,-1.966702408871275,-0.24625915105349647,-1.5102091146443668,-0.47637703273867854,-0.18344599687623336,-0.14621512630192476,-0.08239269633304708,-0.02467416876593574,-0.2978024469462691,-0.13262922622642692,-0.23174213030816435,-0.17630701874697005,-0.2374220381081084,0
782,0.6086060432705483,-1.9438177967451296,-0.2519056206509641,-1.5019754531766831,-0.4603340406573755,-0.2028203600771773,-0.14621512630192476,-0.08239269633304708,-0.02467416876593574,-0.2978024469462691,-0.13262922622642692,-0.23174213030816435,-0.17447204995070267,-0.23889784310685688,0
791,-0.5432915165478551,0.33320110980633666,0.27706591754816584,0.7488081862164943,0.9594707585379448,-0.05497906549766651,0.19679862167120543,-0.08239269633304708,-0.02467416876593574,0.12430755849133866,-0.03810846899444362,0.3528589992151514,0.1741720213401035,0.33404245307392927,0
795,-0.5461357080535796,0.9110375659915076,-0.2394577217656377,1.060190292630715,-0.30792561588499645,-0.1992435545631569,-0.14621512630192476,-0.08239269633304708,-0.02467416876593574,-0.29374369689398444,-0.13084581571261591,-0.08791169367941204,-0.16162726837683086,-0.230534948113949,0
802,0.6057618517648239,-1.9323754906820567,-0.25344556690481895,-1.4518249696917003,-0.45498637663027447,-0.19983968881549363,-0.14621512630192476,-0.08239269633304708,-0.02467416876593574,-0.2978024469462691,-0.13262922622642692,-0.23174213030816435,-0.17630701874697005,-0.24070160477199387,0
803,1.743438454054605,0.33320110980633666,-0.2511356475240367,-1.5169457467542897,-0.4710293687115775,-0.20222422582484056,-0.14621512630192476,-0.08239269633304708,-0.02467416876593574,-0.2978024469462691,-0.08091032132590775,-0.23174213030816435,-0.17447204995070267,-0.24266934477032512,0
805,1.7292174965259828,0.9224798720545804,-0.16862019408831605,-1.0715795128204886,-0.15016952708551642,-0.16526390217996287,-0.13612648665565624,-0.08239269633304708,-0.02467416876593574,-0.29374369689398444,-0.1290624051988049,-0.23174213030816435,-0.17080211235816786,-0.15723663317610945,0
808,1.1859769189326124,0.9110375659915076,-0.20750383699815023,-0.7714251265894728,-0.21968915943782966,-0.19864742031082014,-0.14621512630192476,-0.08239269633304708,-0.02467416876593574,-0.2896849468416997,-0.13262922622642692,-0.22710243880401104,-0.17630701874697005,-0.23201075311269745,0
809,1.17175596140399,-0.782423731343251,-0.145264342571518,-1.3986804274911964,-0.4416172165625219,0.0585845095724819,-0.14621512630192476,-0.08239269633304708,-0.02467416876593574,-0.28562619678941503,-0.13262922622642692,-0.23174213030816435,-0.16896714356190046,-0.10394367488797107,0
810,-1.1149740091984701,0.882431800833826,0.35406323024090675,1.5130416733533196,1.475520337153193,0.16350413798374763,0.6642389252816476,-0.08239269633304708,-0.02467416876593574,-0.22880369605742937,-0.047025521563498644,0.8910632136969343,0.1815118965251731,0.4375127813195149,0
811,-0.5461357080535796,0.9053164129599713,-0.25241893606891574,1.0654298953828774,-0.39348824031861274,-0.19030154077810582,-0.14285224641983527,-0.08239269633304708,-0.02467416876593574,-0.2896849468416997,-0.13084581571261591,-0.21782305579570443,-0.17080211235816786,-0.24135751810477096,0
815,0.8930251938429936,-0.27324111153651615,-0.2320146482053394,-1.1359517752041977,-0.4148788964270168,-0.1819556612453915,-0.14285224641983527,-0.08239269633304708,-0.02467416876593574,-0.29374369689398444,-0.12014535262974989,-0.11574984270433185,-0.12676286124775024,-0.22397581478617812,0
821,1.7292174965259828,0.899595259928435,0.3426419621914835,-1.145682466029642,0.01828188976816565,1.1191073444795372,-0.11594920736311916,-0.08239269633304708,-0.02467416876593574,-0.2978024469462691,-0.13262922622642692,-0.23174213030816435,-0.17080211235816786,0.4614536179658785,0
825,2.0221692216156013,0.9167587190230441,-0.20044575000131565,-1.4143992357476836,-0.36674992018310765,-0.1905996079042742,-0.09240904818849258,-0.08239269633304708,-0.02467416876593574,-0.18821619553458246,-0.13262922622642692,-0.23174213030816435,-0.17630701874697005,-0.19101616981412947,0
827,0.6114502347762728,0.9167587190230441,-0.23175799049636361,-0.15614606054983474,-0.29455645581724393,-0.19745515180614667,-0.13948936653774574,-0.08239269633304708,-0.02467416876593574,-0.19633369563915185,-0.13262922622642692,-0.15286737473755824,-0.17263708115443527,-0.22020431312270988,0
828,0.6057618517648239,0.8881529538653623,-0.25177729179647623,-0.21153614678697977,-0.43092188850831986,-0.19834935318465177,-0.1260378470093877,-0.08239269633304708,-0.02467416876593574,-0.28156744673713036,-0.13262922622642692,-0.20390398128324455,-0.17630701874697005,-0.24037364810560533,0
830,-0.23327464242388973,-1.9380966437135931,-0.2407410103105167,-0.7646884944795498,-0.4469648805896229,-0.20073389019399873,-0.14621512630192476,-0.08239269633304708,-0.02467416876593574,-0.2978024469462691,-0.13262922622642692,-0.21318336429155113,-0.17447204995070267,-0.2252876414517323,0
834,1.7377500710431562,0.33892226283787297,-0.21866844733859764,-1.4525734843705806,-0.36140225615600663,-0.1932822120397895,-0.13276360677356672,-0.08239269633304708,-0.02467416876593574,0.8345888176411594,-0.13262922622642692,-0.17606583225832473,-0.17630701874697005,-0.2439811714358793,0
836,0.30427755215803187,0.9167587190230441,-0.2145619239949848,0.3049389816404537,-0.16353868715326897,-0.17659045297436088,-0.12940072689147722,-0.08239269633304708,-0.02467416876593574,-0.28156744673713036,-0.13262922622642692,-0.21318336429155113,-0.16346223717309827,-0.194951649810792,0
838,1.4533309204707108,0.34464341586940933,-0.249467372415694,-1.1621497889650094,-0.48172469676577956,-0.20520489708652426,-0.14621512630192476,-0.08239269633304708,-0.02467416876593574,0.047191307497929554,-0.13262922622642692,-0.23174213030816435,-0.17630701874697005,-0.24955643476448455,0
842,-1.095064668658399,-1.4117505648122493,-0.24420588938169005,0.22035682292697545,-0.35338076011535513,-0.19030154077810582,-0.11594920736311916,0.10533449367974285,-0.02467416876593574,-0.18009869543001308,-0.1254955841711829,-0.20854367278739783,-0.16529720596936565,-0.23660214644213706,0
849,-1.1178182007041946,0.3503645689009457,-0.250750660960573,1.411992191704474,-0.4122050644134663,-0.1897054065257691,-0.12267496712729818,-0.08239269633304708,-0.02467416876593574,-0.28562619678941503,-0.13084581571261591,-0.22710243880401104,-0.17630701874697005,-0.23889784310685688,0
858,-1.1121298176927457,0.9167587190230441,-0.09803932411997024,1.6081030375711225,0.27764359508256503,-0.1488702102407026,-0.08904616830640306,-0.08239269633304708,-0.02467416876593574,0.13648380864819273,-0.016707542828711546,1.2807973000458115,0.17600699013637092,-0.155760828177361,0
860,-1.3823280107365687,0.9053164129599713,-0.2484407415797908,1.726368356834216,-0.40418356837281477,-0.1971570846799783,-0.09577192807058209,-0.08239269633304708,-0.02467416876593574,-0.20039244569143655,-0.13262922622642692,-0.23174213030816435,-0.17080211235816786,-0.2387338647736626,0
863,-1.3737954362193954,0.9167587190230441,-0.2480557550163271,1.7076554898622076,-0.3293162719934005,-0.1867247352640854,-0.11931208724520867,-0.08239269633304708,-0.02467416876593574,-0.2775086966848457,-0.13262922622642692,-0.21782305579570443,-0.17447204995070267,-0.23545429810977717,0
864,-0.8333990501317493,0.9167587190230441,0.7513693637354498,1.394027839411346,1.4514558490312384,0.1578408625865486,0.7314965229234378,-0.08239269633304708,-0.02467416876593574,0.5098888134583842,-0.11301171057450586,0.07911720047010674,0.009024829676037427,0.9653590358718763,0
867,-1.6639029698032897,0.9110375659915076,1.1077385926483523,2.0055643320565824,1.627928761925572,0.7286394091989743,2.1069143946980478,-0.08239269633304708,-0.02467416876593574,0.059367557654783625,0.9427673136016096,2.5056758571422826,2.1596082589014314,1.0268509108197283,0
876,-0.517693792996335,-1.3545390344968857,-0.09675603557509121,-0.1613856633019971,-0.13145270299066286,-0.11280408797433002,-0.14285224641983527,-0.08239269633304708,-0.02467416876593574,-0.28562619678941503,-0.13262922622642692,-0.23174213030816435,-0.13593770522908724,-0.04622330160358735,0
877,-0.819178092603127,-1.4003082587491766,-0.22867809798865396,0.0728994311875488,-0.4202265604541178,-0.18642666813791703,-0.11931208724520867,-0.08239269633304708,-0.02467416876593574,-0.18009869543001308,-0.13262922622642692,-0.15286737473755824,-0.036849390230647594,-0.23414247144422298,0
878,1.4476425374592619,-0.23891419334729808,-0.2470291241804239,-1.4316150733619313,-0.44429104857607243,-0.18523439963324356,-0.13612648665565624,-0.08239269633304708,-0.02467416876593574,-0.2775086966848457,-0.13262922622642692,-0.21318336429155113,-0.16896714356190046,-0.23496236311019433,0
883,-1.3851722022422932,-0.7938660374063238,-0.25216227835993993,0.995818030247006,-0.4469648805896229,-0.2010319573201671,-0.14621512630192476,-0.08239269633304708,-0.02467416876593574,-0.2978024469462691,-0.1237121736573719,-0.08791169367941204,-0.17080211235816786,-0.24545697643462774,0
886,1.754815220077503,0.36180687496401837,-0.25164896294198835,-1.486256644920196,-0.45231254461672393,-0.2028203600771773,-0.14621512630192476,-0.08239269633304708,-0.02467416876593574,-0.09080619427974991,-0.13262922622642692,-0.22710243880401104,-0.15245242439549386,-0.24955643476448455,0
893,1.1888211104383368,0.899595259928435,-0.18684289142559807,-0.8507676825507887,-0.2597966396410873,-0.15811029115192202,-0.13948936653774574,-0.08239269633304708,-0.02467416876593574,-0.2978024469462691,-0.11657853160212787,-0.20390398128324455,-0.13593770522908724,-0.1885564948162154,0
896,-1.08937628564695,0.31603765071172757,-0.20750383699815023,1.0519566311630313,-0.39081440830506226,-0.19954162168932527,-0.13276360677356672,-0.08239269633304708,-0.02467416876593574,-0.23286244610971407,-0.13262922622642692,-0.23174213030816435,-0.17447204995070267,-0.18478499315274713,0
898,1.1603791953810922,-0.8339141086270782,-0.25344556690481895,-1.5206883201486916,-0.479050864752229,-0.19030154077810582,-0.14621512630192476,-0.08239269633304708,-0.02467416876593574,-0.28156744673713036,-0.13262922622642692,-0.23174213030816435,-0.17447204995070267,-0.2421774097707423,0
899,0.8901810023372692,-1.3831447996545676,-0.18170973724608203,-1.5139516880387685,-0.45231254461672393,-0.19268607778745278,-0.14621512630192476,-0.08239269633304708,-0.02467416876593574,-0.28562619678941503,-0.13262922622642692,-0.22246274729985774,-0.17630701874697005,-0.18248929648802734,0
901,1.4561751119764352,0.36180687496401837,0.05107880479497131,-1.1022686146545824,0.6145464287899292,0.024902924315456255,0.37839413530403904,-0.08239269633304708,-0.02467416876593574,-0.27344994663256095,-0.13084581571261591,-0.20390398128324455,-0.14878248680295905,0.12447814325164973,0
903,-0.5262263675135084,-1.9495389497766658,-0.24933904356120612,-0.44133015320324365,-0.3774452482373097,-0.19000347365193745,-0.13612648665565624,-0.08239269633304708,-0.02467416876593574,-0.2896849468416997,-0.1272789946849939,-0.23174213030816435,-0.15612236198802865,-0.2387338647736626,0
904,0.8844926193258202,0.9053164129599713,-0.25241893606891574,-0.3784549201772952,-0.36674992018310765,-0.19030154077810582,-0.14621512630192476,-0.08239269633304708,-0.02467416876593574,-0.2978024469462691,-0.13262922622642692,-0.23174213030816435,-0.17630701874697005,-0.2393897781064397,0
906,0.6114502347762728,-1.3602601875284221,-0.19916246145643662,-1.194335920156864,-0.4068574003863653,-0.11846736337152901,-0.021788570664612834,-0.08239269633304708,-0.02467416876593574,-0.28562619678941503,-0.13084581571261591,-0.20390398128324455,-0.15979229958056346,-0.19249197481287791,0
908,1.1660675783925412,-0.23891419334729808,-0.2471574530349118,-1.178617111900377,-0.42290039246766836,-0.19149380928277931,-0.14621512630192476,-0.08239269633304708,-0.02467416876593574,-0.2896849468416997,-0.13262922622642692,-0.23174213030816435,-0.14144261161788946,-0.23676612477533135,0
914,1.4647076864936086,-0.21602958122115268,-0.25280392263237944,-1.4922447623512387,-0.468355536698027,-0.20431069570801916,-0.14621512630192476,-0.08239269633304708,-0.02467416876593574,-0.23692119616199875,-0.13262922622642692,-0.23174213030816435,-0.17630701874697005,-0.24234138810393657,0
915,-0.8333990501317493,-1.9781447149343476,-0.2318863193508515,-0.10749260642261274,-0.39348824031861274,-0.19507061479679974,-0.12940072689147722,-0.08239269633304708,-0.02467416876593574,-0.1719811953254437,-0.1290624051988049,-0.20854367278739783,-0.16896714356190046,-0.2229919447870125,0
916,-0.5233821760077839,-0.25035649941037075,-0.25100731866954884,0.26975879173307776,-0.4469648805896229,-0.20133002444633546,-0.13612648665565624,-0.08239269633304708,-0.02467416876593574,-0.2896849468416997,-0.13262922622642692,-0.23174213030816435,-0.17630701874697005,-0.23791397310769125,0
920,-1.3766396277251198,-0.23891419334729808,0.12653617123385738,1.1470179953808344,1.208137135798142,0.1855611053202069,-0.0419658499571499,-0.08239269633304708,-0.02467416876593574,0.22983505985074063,0.013610435906075555,-0.02295601262126585,-0.00565492069410178,0.12087061992137575,0
923,0.32987527570955194,0.9224798720545804,0.17414617624886886,0.10957665045268537,2.6279419349934625,-0.1262171086519066,-0.11931208724520867,-0.08239269633304708,-0.02467416876593574,-0.2775086966848457,-0.1272789946849939,-0.19462459827493794,-0.17630701874697005,0.1293974932474779,0
925,1.7263733050202583,0.3503645689009457,-0.17824485817490868,-1.3343081651074873,-0.22236299145138017,-0.17599431872202415,-0.12267496712729818,-0.08239269633304708,-0.02467416876593574,-0.2896849468416997,-0.13262922622642692,-0.23174213030816435,-0.17447204995070267,-0.18872047314940965,0
929,1.1575350038753678,0.9053164129599713,-0.2072471792891744,-0.5670806192551405,-0.19027700728877406,-0.1727155803341721,-0.13948936653774574,-0.08239269633304708,-0.02467416876593574,-0.16386369522087432,-0.13262922622642692,-0.13894830022509835,-0.14694751800669165,-0.1944597148112092,0
930,-1.0922204771526745,0.8938741068968986,-0.25344556690481895,1.3813030898703802,-0.4148788964270168,-0.1962628833014732,-0.14285224641983527,-0.08239269633304708,-0.02467416876593574,-0.2978024469462691,-0.13262922622642692,-0.18070552376247803,-0.17080211235816786,-0.2433252581031022,0
931,1.4476425374592619,0.34464341586940933,-0.2480557550163271,-1.0932864385080183,-0.45498637663027447,-0.19954162168932527,-0.13948936653774574,-0.08239269633304708,-0.02467416876593574,0.04313255744564486,-0.13084581571261591,-0.22246274729985774,-0.17447204995070267,-0.24824460809893037,0
934,0.324186892698103,-1.9495389497766658,-0.24433421823617796,-1.2534685797884106,-0.4202265604541178,-0.19775321893231504,-0.14621512630192476,-0.08239269633304708,-0.02467416876593574,-0.27344994663256095,-0.1272789946849939,-0.14822768323340493,-0.15612236198802865,-0.23529031977658288,0
935,1.754815220077503,0.8709894947707533,-0.21084038721483567,-1.4757774394158711,-0.39883590434571375,-0.1441011362220087,-0.05878024936759746,-0.08239269633304708,-0.02467416876593574,-0.2978024469462691,-0.1219287631435609,-0.18070552376247803,-0.12125795485894804,-0.1995430431402316,0
938,-0.5347589420306817,0.8938741068968986,-0.25306058034135526,0.9104873568546473,-0.4282480564947694,-0.2019261586986722,-0.14285224641983527,-0.08239269633304708,-0.02467416876593574,-0.2125686958482906,-0.13262922622642692,-0.23174213030816435,-0.12676286124775024,-0.2480806297657361,0
944,1.7462826455603295,0.9167587190230441,-0.2539588823227706,-1.2370012568530433,-0.4015097363592643,-0.19089767503044255,-0.14621512630192476,-0.08239269633304708,-0.02467416876593574,-0.2978024469462691,-0.13262922622642692,-0.23174213030816435,-0.17447204995070267,-0.24152149643796522,0
945,-1.6752797358261873,-0.21602958122115268,-0.24933904356120612,1.6230733311487293,-0.4122050644134663,-0.19208994353511605,-0.13948936653774574,-0.08239269633304708,-0.02467416876593574,-0.1841574454822978,-0.13262922622642692,-0.22710243880401104,-0.17630701874697005,-0.24119353977157668,0
946,-0.548979899559304,0.31031649768019126,-0.23496621185856115,0.706142849520315,-0.3480330960882541,-0.18374406400240173,-0.14621512630192476,-0.08239269633304708,-0.02467416876593574,-0.19633369563915185,-0.1272789946849939,-0.060073544654492245,-0.10657820448880884,-0.2364381681089428,0
948,-0.8078013265802292,0.3503645689009457,-0.2388160774931982,0.9351883412576986,-0.33466393602050154,-0.1989454874369885,-0.14285224641983527,-0.08239269633304708,-0.02467416876593574,-0.23286244610971407,-0.11479512108831687,-0.22246274729985774,-0.14144261161788946,-0.23135483977992036,0
950,-1.370951244713671,0.8709894947707533,-0.2515206340875004,1.5220238494998837,-0.3453592640747036,-0.18642666813791703,-0.14621512630192476,0.10533449367974285,-0.02467416876593574,-0.29374369689398444,-0.13262922622642692,-0.23174213030816435,-0.17263708115443527,-0.23955375643963395,0
952,-1.1149740091984701,-0.2617988054734435,-0.25267559377789156,0.9658774430917925,-0.4603340406573755,-0.19834935318465177,-0.11931208724520867,-0.08239269633304708,-0.02467416876593574,-0.2896849468416997,-0.13262922622642692,-0.23174213030816435,-0.17630701874697005,-0.24004569143921678,0
